"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M"
"8600000US98011","ZCTA5 98011","13304","367","3.1","0.8","1.9","1.0","4.0","1.2","5.3","1.4","7.6","1.5","16.4","2.5","12.4","2.2","21.9","2.8","12.8","2.0","14.6","2.0","98268","6082","116059","3900","28.9","(X)","(X)","(X)","(X)","(X)","8690","336","1.7","1.0","0.1","0.1","1.8","0.9","4.3","1.8","6.3","1.6","13.8","2.6","11.9","2.4","24.0","3.3","15.4","2.3","20.6","2.8","122000","8335","135433","5855","(X)","(X)","29.0","(X)","(X)","(X)","7231","356","0.0","0.5","0.1","0.2","0.4","0.4","3.5","1.7","4.3","1.5","13.4","2.7","11.8","2.3","24.9","3.6","17.6","2.8","24.1","3.3","132634","7181","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4614","413","6.5","2.0","5.3","2.9","8.2","2.9","8.7","2.8","9.3","2.8","20.4","4.2","13.2","3.4","19.3","4.8","6.8","3.2","2.3","1.5","63652","6006","74979","5709","(X)","(X)","(X)","(X)","26.5","(X)"
"8600000US98012","ZCTA5 98012","24246","493","1.7","0.5","1.7","0.5","3.0","0.8","3.8","1.0","7.2","1.3","13.0","1.6","14.5","1.6","23.3","1.7","17.1","1.7","14.7","1.5","109161","4957","127003","4020","28.6","(X)","(X)","(X)","(X)","(X)","18418","522","1.7","0.6","0.5","0.4","2.1","0.7","2.5","0.8","5.7","1.2","10.9","1.6","13.5","1.8","25.1","2.1","20.5","2.1","17.4","1.8","127774","5357","139500","4560","(X)","(X)","29.0","(X)","(X)","(X)","15163","574","0.8","0.5","0.4","0.4","1.3","0.7","1.9","0.7","4.3","1.2","9.2","1.7","14.0","2.0","26.3","2.3","21.8","2.3","20.0","2.2","135149","4641","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5828","454","3.1","1.2","5.3","2.0","6.0","2.3","9.0","3.0","13.0","4.1","20.6","3.7","16.7","3.6","15.9","3.5","6.2","2.4","4.2","1.4","67929","6473","80345","5443","(X)","(X)","(X)","(X)","25.3","(X)"
"8600000US98014","ZCTA5 98014","2656","183","0.6","0.6","0.3","0.3","4.2","2.3","4.3","2.3","8.2","2.9","13.2","4.0","11.1","3.4","22.6","4.9","12.3","3.2","23.3","3.5","112384","8874","145424","11116","28.7","(X)","(X)","(X)","(X)","(X)","2108","174","0.4","0.6","0.0","1.6","1.9","1.6","1.6","1.3","6.5","3.6","10.3","3.4","11.4","4.1","25.6","5.8","14.6","3.9","27.8","4.3","129783","15123","163649","12579","(X)","(X)","30.1","(X)","(X)","(X)","1882","181","0.4","0.7","0.0","1.8","1.3","1.5","1.8","1.5","5.4","3.6","8.4","3.7","10.4","4.3","26.0","6.3","16.2","4.3","30.1","4.6","142955","17449","N","N","(X)","(X)","(X)","(X)","(X)","(X)","548","130","1.5","1.7","1.5","1.6","13.3","9.5","14.8","9.4","15.0","7.2","25.9","13.1","9.7","5.5","11.7","7.6","2.9","3.6","3.8","3.9","59405","16937","72197","15309","(X)","(X)","(X)","(X)","22.3","(X)"
"8600000US98019","ZCTA5 98019","4100","225","1.0","1.0","1.5","1.3","2.0","1.4","2.1","1.6","4.5","2.1","8.2","3.0","12.8","3.6","20.5","4.7","20.0","4.9","27.4","6.0","139831","22569","160507","15671","29.0","(X)","(X)","(X)","(X)","(X)","3240","202","0.0","1.1","0.5","0.6","0.6","1.0","0.9","0.9","2.7","2.0","6.4","3.3","12.6","3.9","22.6","5.8","21.8","5.5","31.9","6.5","159052","12112","178687","16643","(X)","(X)","27.6","(X)","(X)","(X)","2843","233","0.0","1.2","0.0","1.2","0.0","1.2","1.1","1.1","2.6","2.1","3.0","2.0","12.9","4.4","21.7","6.3","24.4","6.0","34.4","7.2","168236","15681","N","N","(X)","(X)","(X)","(X)","(X)","(X)","860","247","4.9","4.9","5.5","6.0","7.3","5.5","6.4","5.7","11.4","7.1","17.2","7.6","14.5","9.0","12.3","7.4","10.1","10.0","10.3","10.2","72700","19991","88670","23480","(X)","(X)","(X)","(X)","34.2","(X)"
"8600000US98020","ZCTA5 98020","8602","361","2.3","1.0","1.7","1.0","3.6","1.7","6.1","1.6","7.6","2.3","17.8","3.4","13.6","2.6","17.9","2.7","10.2","2.4","19.1","2.6","95141","6084","129463","7206","36.4","(X)","(X)","(X)","(X)","(X)","5205","303","0.4","0.6","0.5","0.6","0.7","0.7","1.9","1.4","3.6","2.1","14.4","3.8","14.6","3.3","23.2","3.9","12.8","2.8","27.9","4.0","126321","7985","164279","10153","(X)","(X)","35.3","(X)","(X)","(X)","4514","312","0.4","0.6","0.3","0.5","0.5","0.7","0.8","0.8","3.5","2.2","13.7","3.9","13.0","3.5","22.9","4.1","14.4","3.2","30.5","4.6","137518","10746","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3397","340","5.2","2.2","3.7","2.4","7.9","4.2","12.5","3.4","14.2","5.0","23.5","5.8","13.8","4.2","9.2","4.2","5.3","3.5","4.8","2.2","52300","6559","72661","7960","(X)","(X)","(X)","(X)","35.9","(X)"
"8600000US98021","ZCTA5 98021","10817","350","2.2","0.9","2.2","0.9","2.9","1.1","3.3","1.0","6.6","1.5","12.0","1.9","10.7","2.2","22.1","2.8","15.6","1.9","22.3","2.4","123479","5566","143780","6372","29.6","(X)","(X)","(X)","(X)","(X)","8412","359","1.9","1.0","1.0","0.7","1.7","0.9","1.9","1.0","3.8","1.2","11.2","2.1","10.2","2.3","24.1","3.3","17.4","2.2","26.8","2.9","136918","3504","160583","7520","(X)","(X)","27.9","(X)","(X)","(X)","7389","379","1.0","0.8","0.6","0.7","1.1","0.8","1.6","1.0","2.7","1.0","9.8","1.9","10.7","2.6","24.4","3.7","18.9","2.5","29.2","3.2","145675","8831","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2405","272","3.2","2.5","6.9","3.1","8.4","3.8","8.4","3.2","14.9","4.6","16.9","4.1","12.2","4.8","17.4","4.9","7.2","3.4","4.6","2.9","64094","9529","79623","9176","(X)","(X)","(X)","(X)","32.3","(X)"
"8600000US98022","ZCTA5 98022","8461","350","4.2","1.4","2.9","1.4","8.5","2.1","7.4","2.0","10.5","2.1","14.8","3.0","15.5","2.6","16.3","2.5","10.1","2.2","9.8","2.1","76929","5633","98253","6197","29.7","(X)","(X)","(X)","(X)","(X)","5644","318","2.1","1.1","0.8","0.7","4.6","2.1","4.7","1.5","7.4","2.1","16.2","3.6","17.9","3.9","21.2","3.3","11.8","2.8","13.4","3.1","95319","7391","115915","7373","(X)","(X)","28.5","(X)","(X)","(X)","4446","327","0.7","0.4","1.0","0.9","1.0","0.7","2.5","1.2","7.2","2.3","14.2","3.6","18.4","4.3","24.9","4.1","14.0","3.4","16.2","3.6","110685","9442","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2817","339","9.2","3.8","7.1","4.2","17.0","4.7","13.7","5.3","14.9","4.5","15.8","5.1","10.7","4.6","4.5","1.9","4.4","2.4","2.6","1.5","37426","7328","58165","9286","(X)","(X)","(X)","(X)","31.6","(X)"
"8600000US98023","ZCTA5 98023","17782","423","3.8","1.1","2.2","0.9","4.4","1.2","7.1","1.7","11.5","1.9","17.3","1.7","16.3","2.0","21.8","2.4","9.0","1.6","6.6","1.3","79434","2945","94130","3801","30.3","(X)","(X)","(X)","(X)","(X)","12980","473","2.6","1.0","2.0","0.9","3.6","1.3","6.3","1.7","9.6","2.0","16.2","2.3","16.9","2.5","23.6","3.0","10.9","2.1","8.5","1.7","88076","4360","103490","4373","(X)","(X)","31.9","(X)","(X)","(X)","9617","571","1.4","0.9","1.2","0.9","2.8","1.4","5.1","1.9","6.0","1.6","15.1","2.6","18.1","2.6","26.4","3.3","13.4","2.4","10.4","2.2","100517","6538","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4802","477","7.7","3.4","4.6","2.4","6.5","2.5","10.6","4.4","17.3","4.6","20.7","4.5","15.7","4.0","13.2","3.5","2.3","1.1","1.2","1.1","52949","3869","62042","4759","(X)","(X)","(X)","(X)","24.2","(X)"
"8600000US98024","ZCTA5 98024","2373","221","0.3","0.5","2.7","2.8","2.0","2.1","4.0","2.5","6.2","3.3","8.4","3.6","11.9","5.1","19.0","5.6","20.9","6.8","24.5","6.5","141475","13713","154759","13440","22.9","(X)","(X)","(X)","(X)","(X)","2009","242","0.4","0.6","0.7","1.2","0.4","0.6","2.1","2.2","4.7","2.9","10.0","4.2","12.4","5.7","21.4","6.9","22.1","7.4","25.7","6.9","143750","11363","165585","13620","(X)","(X)","23.8","(X)","(X)","(X)","1674","222","0.0","2.1","0.0","2.1","0.5","0.7","2.6","2.6","3.7","3.1","8.0","3.9","11.5","5.9","20.3","7.5","22.7","9.0","30.8","7.9","150997","10699","N","N","(X)","(X)","(X)","(X)","(X)","(X)","364","132","0.0","9.2","13.7","16.2","11.0","12.7","14.6","12.0","18.4","14.5","2.5","3.6","9.1","11.5","2.7","4.2","16.5","13.7","11.5","11.6","47667","24058","84504","27447","(X)","(X)","(X)","(X)","13.7","(X)"
"8600000US98026","ZCTA5 98026","14818","470","1.6","0.8","1.2","0.5","3.6","0.8","5.3","1.6","9.6","1.7","14.8","1.9","17.7","2.4","22.2","2.3","9.8","1.6","14.1","1.8","94385","5681","122325","6842","33.9","(X)","(X)","(X)","(X)","(X)","9965","410","0.8","0.5","0.9","0.6","1.4","0.6","2.7","1.3","7.3","1.9","12.1","2.3","18.2","2.5","25.4","2.8","12.2","1.9","19.1","2.4","108732","4759","142620","9396","(X)","(X)","33.8","(X)","(X)","(X)","7960","413","0.7","0.5","0.3","0.3","0.7","0.4","2.2","1.4","5.6","1.8","9.7","2.2","17.1","3.0","28.4","3.3","14.7","2.5","20.6","2.7","122612","6515","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4853","443","3.7","2.4","1.9","1.2","7.7","2.4","11.7","3.7","14.5","4.1","22.3","4.7","18.4","4.7","12.2","3.4","4.4","2.1","3.2","1.8","60789","5368","75997","8585","(X)","(X)","(X)","(X)","31.9","(X)"
"8600000US98027","ZCTA5 98027","11945","458","3.7","1.0","2.0","1.0","4.3","1.4","2.8","1.3","6.1","2.0","12.2","2.0","13.3","2.4","19.4","2.7","15.2","2.1","21.0","2.3","113047","8446","141468","7387","23.9","(X)","(X)","(X)","(X)","(X)","8463","445","2.6","1.2","1.7","1.4","3.4","1.5","2.6","1.6","4.7","2.0","10.9","2.2","9.7","2.2","20.2","3.2","17.4","2.7","26.8","3.3","133910","9567","161290","10106","(X)","(X)","21.5","(X)","(X)","(X)","7086","453","1.7","1.2","1.2","1.3","0.6","0.5","1.5","1.1","4.7","2.1","8.7","2.3","9.8","2.3","21.8","3.5","19.7","3.3","30.2","3.5","149968","10765","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3482","350","7.0","2.5","2.7","1.7","7.3","3.4","3.4","2.2","9.3","3.7","16.1","4.3","22.3","5.9","17.6","4.5","8.6","3.7","5.8","2.6","78176","5043","87134","7514","(X)","(X)","(X)","(X)","26.1","(X)"
"8600000US98028","ZCTA5 98028","8876","278","3.7","1.5","2.7","1.5","1.8","0.7","4.2","1.3","7.2","1.7","14.7","2.7","12.5","2.1","18.1","2.4","16.0","2.1","19.1","2.4","110058","10286","135105","6997","24.0","(X)","(X)","(X)","(X)","(X)","6072","201","1.7","1.1","1.6","1.4","1.0","1.2","3.5","1.5","3.3","1.4","13.3","2.7","12.3","2.5","21.8","3.1","18.9","2.6","22.5","3.0","130208","7219","151422","8053","(X)","(X)","23.4","(X)","(X)","(X)","5200","210","0.8","0.9","0.2","0.3","0.3","0.4","2.5","1.4","2.8","1.5","11.8","2.9","11.3","2.7","23.2","3.5","21.7","3.1","25.5","3.3","142864","10577","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2804","344","8.1","4.2","5.6","3.6","5.1","2.0","6.6","2.3","14.2","4.4","19.0","4.7","11.7","4.0","10.0","2.9","9.9","3.7","9.8","4.1","63597","5719","94833","15415","(X)","(X)","(X)","(X)","23.9","(X)"
"8600000US98029","ZCTA5 98029","11271","382","2.6","1.3","0.7","0.8","3.0","1.3","2.6","1.3","6.1","1.8","10.3","2.2","12.8","2.5","21.0","3.0","12.4","2.5","28.4","2.9","129185","5468","155934","7894","22.3","(X)","(X)","(X)","(X)","(X)","8246","371","2.9","1.6","0.8","1.2","2.3","1.4","1.8","1.6","3.1","1.2","8.0","2.4","11.3","2.9","19.9","3.2","14.4","2.9","35.5","4.0","149412","14006","176063","11126","(X)","(X)","22.5","(X)","(X)","(X)","6844","435","1.7","1.2","0.0","0.5","2.7","1.7","0.7","0.6","2.2","1.2","5.9","2.5","9.1","2.5","20.5","3.7","16.6","3.5","40.7","4.5","168208","12001","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3025","393","1.7","1.6","0.5","0.8","4.9","2.8","4.8","2.5","16.5","5.7","17.6","6.0","16.8","5.1","22.0","6.0","7.0","4.2","8.3","4.7","83090","12548","96965","11912","(X)","(X)","(X)","(X)","20.9","(X)"
"8600000US98030","ZCTA5 98030","12615","374","5.5","1.9","2.6","1.3","9.4","2.6","7.8","1.9","12.9","2.6","19.9","3.3","12.0","2.4","17.8","2.7","5.9","1.7","6.1","1.4","64666","6095","81539","4740","31.5","(X)","(X)","(X)","(X)","(X)","9130","438","5.1","2.4","2.8","1.6","9.1","3.2","8.3","2.4","10.4","2.8","20.5","4.2","12.0","3.3","18.4","3.2","6.0","1.7","7.5","1.9","68879","5387","84141","5142","(X)","(X)","31.1","(X)","(X)","(X)","6121","475","1.6","1.0","2.1","1.7","7.3","3.6","4.4","1.6","9.9","3.3","18.4","4.4","13.3","4.1","23.7","4.3","8.6","2.3","10.5","2.9","88247","9176","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3485","395","10.8","4.1","4.8","3.1","9.2","3.9","7.6","3.5","15.8","4.8","17.9","5.1","15.6","4.9","11.1","3.4","5.4","4.0","1.8","1.6","51314","6621","68057","10834","(X)","(X)","(X)","(X)","26.3","(X)"
"8600000US98031","ZCTA5 98031","12333","347","2.7","1.0","2.2","0.7","5.7","1.3","5.1","1.4","10.9","2.2","17.8","2.2","15.1","2.0","21.2","2.2","12.6","2.1","6.6","1.4","83324","3579","97465","3325","28.6","(X)","(X)","(X)","(X)","(X)","9403","337","2.8","1.1","2.3","1.0","4.4","1.3","2.9","1.1","8.9","2.3","16.2","2.5","17.0","2.5","23.7","2.6","14.3","2.7","7.6","1.8","92643","4808","104709","4085","(X)","(X)","26.6","(X)","(X)","(X)","6851","325","1.2","0.9","1.5","0.9","3.1","1.2","2.7","1.2","7.4","2.2","12.9","2.5","16.8","2.9","26.8","3.3","17.6","3.3","9.9","2.4","107702","5658","116796","4643","(X)","(X)","(X)","(X)","(X)","(X)","2930","277","4.7","2.8","4.8","2.5","10.2","3.7","11.2","4.4","17.5","5.4","22.4","5.7","10.5","2.8","11.1","3.8","5.8","3.6","1.7","1.4","50983","4246","65557","6487","(X)","(X)","(X)","(X)","30.8","(X)"
"8600000US98032","ZCTA5 98032","13956","368","5.0","1.0","3.5","1.2","8.4","1.6","10.4","2.1","11.3","2.2","21.5","3.0","12.5","2.1","15.2","2.0","6.9","1.4","5.4","1.4","63562","2831","81706","4519","26.7","(X)","(X)","(X)","(X)","(X)","8296","441","4.4","1.5","2.4","1.4","5.6","1.7","10.5","2.9","9.7","3.1","23.0","4.3","13.3","2.9","17.5","2.8","7.8","2.0","5.7","1.7","68396","5802","89358","6303","(X)","(X)","27.5","(X)","(X)","(X)","5173","376","1.1","0.9","0.8","0.7","4.1","2.0","6.9","2.7","10.7","4.0","19.7","5.0","15.3","3.4","21.6","3.9","11.7","2.9","8.1","2.1","87184","9775","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5660","453","7.0","1.9","5.6","2.5","13.2","3.3","10.7","2.8","13.5","3.4","21.4","4.4","11.0","3.0","10.3","2.9","5.1","2.1","2.2","1.2","50014","4641","62018","4505","(X)","(X)","(X)","(X)","23.0","(X)"
"8600000US98033","ZCTA5 98033","16524","397","2.6","1.0","1.6","0.8","3.3","0.8","3.8","1.2","4.8","1.0","10.3","1.9","9.9","1.4","19.8","2.1","14.4","1.9","29.4","2.1","133744","4386","183213","7689","26.6","(X)","(X)","(X)","(X)","(X)","10301","399","1.0","0.6","0.6","0.5","0.6","0.4","1.3","0.7","3.0","1.1","8.2","2.0","8.8","1.9","20.5","2.6","15.0","2.3","40.9","3.1","167656","10970","226107","11341","(X)","(X)","25.7","(X)","(X)","(X)","8907","407","0.5","0.5","0.3","0.3","0.5","0.4","1.2","0.7","2.1","0.8","6.6","1.9","8.2","2.0","20.3","2.8","15.3","2.1","45.0","3.4","182813","13670","N","N","(X)","(X)","(X)","(X)","(X)","(X)","6223","432","5.2","2.1","3.3","2.0","7.8","2.2","8.7","3.0","8.4","2.1","13.7","3.3","12.8","2.6","17.8","3.3","13.4","3.1","9.1","2.2","78721","4735","107924","9173","(X)","(X)","(X)","(X)","26.6","(X)"
"8600000US98034","ZCTA5 98034","17646","352","3.8","1.0","1.7","0.7","3.6","1.1","4.3","1.0","8.4","1.6","12.6","1.9","14.8","2.0","21.5","1.9","13.1","1.8","16.2","1.7","101674","6798","128063","5051","23.8","(X)","(X)","(X)","(X)","(X)","11334","337","1.7","0.7","1.7","0.9","2.6","1.0","3.8","1.0","5.5","1.6","9.7","2.3","13.5","2.6","23.6","2.6","15.7","2.2","22.0","2.7","123409","5752","148919","7192","(X)","(X)","24.1","(X)","(X)","(X)","9450","393","0.4","0.4","0.7","0.6","1.7","0.9","3.1","1.2","3.3","1.1","7.6","2.4","13.4","2.9","26.3","3.0","17.9","2.3","25.7","3.2","134477","9244","N","N","(X)","(X)","(X)","(X)","(X)","(X)","6312","521","7.7","2.5","2.0","1.1","6.0","2.7","5.7","2.0","14.5","3.2","17.8","3.3","16.5","3.3","16.7","3.1","8.4","2.5","4.7","1.4","70359","7138","85546","6581","(X)","(X)","(X)","(X)","21.6","(X)"
"8600000US98036","ZCTA5 98036","14952","487","3.8","1.2","3.9","1.4","6.1","1.5","6.3","1.4","6.8","1.3","17.0","2.4","13.3","2.2","19.9","1.9","13.3","1.8","9.6","1.7","84787","4916","104424","4733","34.4","(X)","(X)","(X)","(X)","(X)","10323","451","1.5","1.0","2.9","1.7","4.3","1.6","4.4","1.6","5.2","1.5","15.2","2.7","15.2","2.9","22.1","2.6","16.4","2.3","12.7","2.3","101839","5536","121176","6121","(X)","(X)","32.7","(X)","(X)","(X)","7718","459","0.9","0.7","1.2","0.8","4.3","1.9","3.0","1.4","2.8","1.1","12.6","2.9","15.6","3.2","23.5","2.9","20.0","2.8","16.0","3.0","117124","7905","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4629","480","9.2","3.4","6.3","2.6","10.0","3.2","11.1","3.1","10.8","3.3","23.2","4.8","10.9","3.5","13.1","3.4","3.9","2.0","1.5","1.1","51651","4956","60490","4136","(X)","(X)","(X)","(X)","37.1","(X)"
"8600000US98037","ZCTA5 98037","11162","337","3.6","1.2","4.9","1.5","7.1","2.0","5.5","1.3","12.4","2.5","15.5","2.2","13.1","2.1","23.8","2.5","9.0","1.4","5.1","1.2","76630","7255","88541","3427","31.4","(X)","(X)","(X)","(X)","(X)","7393","344","3.6","1.5","2.3","1.5","5.3","2.0","3.1","1.2","10.6","3.0","15.9","2.9","14.0","3.0","29.3","3.2","9.9","2.2","6.1","1.6","93487","5805","97498","4393","(X)","(X)","31.0","(X)","(X)","(X)","5515","350","2.0","1.2","0.4","0.5","5.1","2.6","2.8","1.4","8.7","3.0","13.9","3.3","13.2","2.9","33.3","3.8","12.8","2.7","7.8","2.0","104284","4526","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3769","382","6.6","2.9","10.9","3.5","10.1","3.9","10.6","3.7","15.9","4.3","18.1","4.9","10.9","3.6","10.0","3.9","5.5","2.3","1.5","1.1","43718","8857","62662","7355","(X)","(X)","(X)","(X)","30.9","(X)"
"8600000US98038","ZCTA5 98038","12127","256","2.4","1.1","1.7","0.8","2.8","0.9","2.8","0.9","5.3","1.3","11.7","1.9","16.6","1.9","26.8","2.9","15.6","1.9","14.3","2.1","111689","4514","128993","5447","25.9","(X)","(X)","(X)","(X)","(X)","9706","244","1.6","1.1","0.8","0.5","1.1","0.6","1.3","0.7","4.8","1.5","10.3","1.7","17.1","2.3","28.0","3.0","18.2","2.2","16.7","2.6","120434","4939","140732","7087","(X)","(X)","25.0","(X)","(X)","(X)","8232","265","0.0","0.4","0.7","0.5","1.0","0.6","1.0","0.6","3.0","1.2","9.0","1.7","16.1","2.4","30.6","3.5","20.2","2.5","18.4","2.6","130651","6127","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2421","290","5.9","2.8","5.1","3.2","9.4","3.8","9.1","3.5","8.4","3.0","21.4","6.9","15.0","5.1","17.0","5.5","4.5","2.6","4.3","2.1","64967","9791","76818","8775","(X)","(X)","(X)","(X)","28.7","(X)"
"8600000US98039","ZCTA5 98039","1195","64","4.3","3.2","0.0","2.9","4.2","3.1","1.0","1.3","5.9","3.4","4.2","2.3","5.1","2.6","13.9","4.1","9.2","3.6","52.2","6.1","212337","37942","323190","39644","28.9","(X)","(X)","(X)","(X)","(X)","967","40","3.0","3.5","0.0","3.6","0.6","1.0","0.0","3.6","3.9","2.3","2.8","1.9","3.4","2.4","15.5","4.5","8.9","3.7","61.8","6.5","250,000+","***","364441","44384","(X)","(X)","30.4","(X)","(X)","(X)","909","48","3.2","3.7","0.0","3.8","0.7","1.1","0.0","3.8","4.2","2.4","1.5","1.3","2.9","2.2","16.5","4.9","9.5","4.0","61.6","6.6","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","228","70","9.6","8.3","0.0","14.2","19.3","14.9","5.3","6.9","14.5","14.7","10.1","8.5","12.3","7.2","7.0","7.1","10.5","8.5","11.4","9.1","53571","27071","146375","66232","(X)","(X)","(X)","(X)","22.4","(X)"
"8600000US98040","ZCTA5 98040","10199","264","4.0","1.4","1.8","1.3","2.5","1.2","3.6","1.3","4.1","1.3","10.2","2.2","7.4","1.6","16.9","2.4","10.2","2.2","39.3","2.6","147566","15955","224619","13331","26.0","(X)","(X)","(X)","(X)","(X)","7184","240","2.3","1.1","0.1","0.2","1.8","1.0","1.9","1.0","1.7","1.1","6.5","2.0","6.1","1.5","16.5","2.6","12.2","2.6","51.0","3.2","205056","12474","276502","17285","(X)","(X)","26.9","(X)","(X)","(X)","6191","299","0.9","0.8","0.1","0.2","1.3","0.9","1.5","1.0","1.5","1.0","4.9","1.5","5.6","1.5","15.8","2.6","12.7","3.0","55.8","3.8","220236","13278","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3015","394","8.8","3.7","5.8","4.4","4.3","3.3","8.5","4.1","10.3","3.8","18.4","4.9","11.0","4.4","18.2","4.6","4.2","2.6","10.5","3.3","63116","8597","95709","12151","(X)","(X)","(X)","(X)","23.9","(X)"
"8600000US98042","ZCTA5 98042","16686","436","2.6","0.9","1.4","0.6","1.8","0.8","4.7","1.3","8.3","1.5","13.4","1.8","15.1","1.7","24.9","2.3","12.6","1.7","15.3","1.8","104306","4292","127621","5898","30.4","(X)","(X)","(X)","(X)","(X)","12917","436","1.6","0.8","0.9","0.6","1.0","0.5","2.8","1.0","7.2","1.5","14.0","2.0","15.4","2.1","25.8","2.3","14.4","1.9","17.1","2.1","109306","3389","133524","6065","(X)","(X)","28.9","(X)","(X)","(X)","10768","451","0.5","0.4","0.7","0.5","0.6","0.5","2.3","1.0","5.8","1.4","12.7","2.3","15.0","2.3","27.8","2.6","14.9","2.2","19.7","2.4","117929","7465","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3769","389","7.6","3.2","3.0","1.6","5.2","2.8","11.9","4.3","12.2","3.8","14.4","4.1","14.2","4.4","20.1","4.3","6.6","2.7","4.9","2.4","68267","10328","92568","14909","(X)","(X)","(X)","(X)","33.0","(X)"
"8600000US98043","ZCTA5 98043","8557","277","3.8","1.6","3.4","1.9","5.1","1.5","4.8","1.6","11.2","2.4","23.0","3.4","17.9","2.6","17.4","2.4","8.1","1.7","5.3","1.6","72955","4438","87769","4706","28.3","(X)","(X)","(X)","(X)","(X)","5402","276","2.9","2.3","2.7","2.6","4.1","1.9","5.0","2.1","9.3","2.6","20.3","3.8","19.7","3.4","19.5","3.3","9.1","2.2","7.4","2.5","82154","3652","97938","6773","(X)","(X)","30.2","(X)","(X)","(X)","3624","282","0.6","0.8","0.7","0.7","0.6","0.7","3.0","1.7","7.9","2.9","15.3","3.7","23.9","4.7","25.2","4.5","12.3","3.3","10.5","3.5","98059","4579","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3155","331","6.1","2.4","4.6","2.7","9.4","3.1","4.7","2.1","15.2","4.4","27.9","5.8","13.8","4.5","12.2","3.9","4.8","2.3","1.4","1.1","54292","3606","65357","5408","(X)","(X)","(X)","(X)","22.5","(X)"
